"Loja";"Name Searched";"Name Found";"Price";"URL"
"Big Boy Games";"Mario Party";"Wii - Mario Party 9";"R$ 79,98";"http://www.bigboygames.com.br/wii-mario-party-9-p3840/"
"Big Boy Games";"Mario Party";"DS - Mario Party DS";"R$ 97,90";"http://www.bigboygames.com.br/ds-mario-party-ds-p68/"
"Big Boy Games";"Mario Party";"Nintendo 64 - Mario Party 3";"R$ 126,65";"http://www.bigboygames.com.br/nintendo-64-mario-party-3-p1666/"
"Big Boy Games";"Mario Party";"Nintendo 64 - Mario Party 2";"R$ 118,15";"http://www.bigboygames.com.br/nintendo-64-mario-party-2-p1665/"
"Balão da Informática";"Mario Party";"Jogo Mario Party 10 Nintendo Wii U Lacrado Original";"R$ 294,28";"https://www.balaodainformatica.com.br//ProdutoAnuncio/1010140/Jogo-Mario-Party-10-Nintendo-Wii-U-Lacrado-Original"
"Balão da Informática";"Mario Party";"Nintendo Mario Party 8 - Wii";"Indisponível";"https://www.balaodainformatica.com.br//Produto/33020/Nintendo-Mario-Party-8---Wii"
"Casas Bahia";"Mario Party";"Mario Party 10 Wii U";"399,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5472382%3f&rk=1&uid=332334206&sid=2&ts=custom&rsc=QRvUuPkWfsMWcLpn&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Party";"Jogo Mario Party Island Tour - 3DS";"123,98";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f2532591%3f&rk=2&uid=332334206&sid=2&ts=custom&rsc=-rk3N4JVDqvy1z7u&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Party";"Mario Party 10 + Amiibo Wii U";"449,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5472372%3f&rk=3&uid=332334206&sid=2&ts=custom&rsc=xNkEfk%3abH-ZxjTzr&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Party";"MARIO PARTY 10 - WII U";"319,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6443137%3f&rk=4&uid=332334206&sid=2&ts=custom&rsc=MYeJUv8Z-BawKRFa&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Party";"Mario Party: Island Tour - 3DS";"174,29";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5548728%3f&rk=5&uid=332334206&sid=2&ts=custom&rsc=wt8wDvJF3E0fjRHj&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Party";"Mario Party: Island Tour - 3DS";"179,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5414005%3f&rk=6&uid=332334206&sid=2&ts=custom&rsc=vTU611YK4pEux9wa&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Party";"Bundle Mario Party 10 + Amiibo Super Mario - Wii U";"439,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5413686%3f&rk=7&uid=332334206&sid=2&ts=custom&rsc=uUv3yCsczoiuVjaf&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Party";"Mario Party 9 Wii";"Indisponível";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f3389455%3f&rk=14&uid=332334206&sid=2&ts=custom&rsc=n%3aTgIwEXQJLujHgT&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Party";"Mario Party 10 - Wii U";"Indisponível";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Party&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5548743%3f&rk=15&uid=332334206&sid=2&ts=custom&rsc=IGXivlAJAnEIWmO5&method=and&isort=score&view=grid"
"Extra";"Mario Party";"Jogo Mario Party Island Tour - 3DS";"179,90";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Mario%20Party&url=http%3a%2f%2fproduto.extra.com.br%2f2532591%3f&rk=1&uid=33242286&sid=2&ts=custom&rsc=gDbFfl1R89ba%3a0hJ&method=and&isort=score&view=grid"
"Extra";"Mario Party";"Mario Party 10 + Amiibo Wii U";"449,90";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Mario%20Party&url=http%3a%2f%2fproduto.extra.com.br%2f5472372%3f&rk=2&uid=33242286&sid=2&ts=custom&rsc=vuCufM%3arQBBj%3ax5X&method=and&isort=score&view=grid"
"Extra";"Mario Party";"Mario Party 10 Wii U";"399,90";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Mario%20Party&url=http%3a%2f%2fproduto.extra.com.br%2f5472382%3f&rk=3&uid=33242286&sid=2&ts=custom&rsc=87KfOTM6BgjQEIlC&method=and&isort=score&view=grid"
"Extra";"Mario Party";"Mario Party: Island Tour - 3DS";"179,00";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Mario%20Party&url=http%3a%2f%2fproduto.extra.com.br%2f5414005%3f&rk=4&uid=33242286&sid=2&ts=custom&rsc=YJa3N%3aZvShA6ey-U&method=and&isort=score&view=grid"
"Extra";"Mario Party";"MARIO PARTY 10 - WII U";"319,99";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Mario%20Party&url=http%3a%2f%2fproduto.extra.com.br%2f6443137%3f&rk=5&uid=33242286&sid=2&ts=custom&rsc=ujlmeG5Jh24r2Vat&method=and&isort=score&view=grid"
"Extra";"Mario Party";"Mario Party: Island Tour - 3DS";"174,29";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Mario%20Party&url=http%3a%2f%2fproduto.extra.com.br%2f5548728%3f&rk=6&uid=33242286&sid=2&ts=custom&rsc=PWICOzv1MhdSEbJe&method=and&isort=score&view=grid"
"Extra";"Mario Party";"Bundle Mario Party 10 + Amiibo Super Mario - Wii U";"439,99";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Mario%20Party&url=http%3a%2f%2fproduto.extra.com.br%2f5413686%3f&rk=7&uid=33242286&sid=2&ts=custom&rsc=s704L6ET%3afuvqOXC&method=and&isort=score&view=grid"
"E-Virtua";"Mario Party";"Mario Party 10 - Nintendo Wii U - -";"R$ 299,90";"http://www.evirtua.com.br//mario-party-10-nintendo-wii-u/3729-01"
"E-Virtua";"Mario Party";"Mario Party: Island Tour - Nintendo 3DS - -";"R$ 149,90";"http://www.evirtua.com.br//mario-party-island-tour-nintendo-3ds/3352-01"
"Fast Games";"Mario Party";"Mario Party: Island Tour - 3DS";"R$ 151,91";"http://www.fastgames.com.br/mario-party-island-tour-3ds-pr-7170-187970.htm"
"Fast Shop";"Mario Party";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"Kabum";"Mario Party";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Mario Party";"MARIO PARTY 8 LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 378,10";"http://www.livrariacultura.com.br/p/mario-party-8-29878488"
"Livraria Cultura";"Mario Party";"MARIO PARTY - ISLAND TOUR (3DS)";"Indisponível";"http://www.livrariacultura.com.br/p/mario-party-island-tour-3ds-42151991"
"Livraria Cultura";"Mario Party";"MARIO PARTY (DS)";"Indisponível";"http://www.livrariacultura.com.br/p/mario-party-ds-11036269"
"Livraria Cultura";"Mario Party";"MARIO TESTINO : PARTY";"Indisponível";"http://www.livrariacultura.com.br/p/mario-testino-party-564069"
"Livraria Cultura";"Mario Party";"MARIO PARTY 9";"Indisponível";"http://www.livrariacultura.com.br/p/mario-party-9-29508713"
"Livraria Cultura";"Mario Party";"MARIO PARTY 8";"Indisponível";"http://www.livrariacultura.com.br/p/mario-party-8-2939252"
"Mula Games";"Mario Party";"Mario Party: Island Tour - 3DS";"118.9";"http://www.mulagames.com.br/Mario-Party--Island-Tour-3DS/prod-1888325/"
"Mula Games";"Mario Party";"Mario Party 9 - Wii";"165.9";"http://www.mulagames.com.br/Mario-Party-9-Wii/prod-2349754/"
"Mula Games";"Mario Party";"Mario Party 10 - Wii U";"218.9";"http://www.mulagames.com.br/Mario-Party-10-Wii-U/prod-2779433/"
"Mula Games";"Mario Party";"Mario Party 10 + Nintendo Amiibo: Mario - Wii U";"359.9";"http://www.mulagames.com.br/Mario-Party-10---Nintendo-Amiibo--Mario-Wii-U/prod-2936427/"
"Ponto Frio";"Mario Party";"Mario Party 10 Wii U";"399,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5472382%3f&rk=1&uid=332665302&sid=2&ts=custom&rsc=tuevLGrv6pxNZTR2&method=and&isort=score&view=grid"
"Ponto Frio";"Mario Party";"MARIO PARTY 10 - WII U";"319,99";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6443137%3f&rk=2&uid=332665302&sid=2&ts=custom&rsc=aMm0OqmYJNy%3a5RuV&method=and&isort=score&view=grid"
"Ponto Frio";"Mario Party";"Jogo Mario Party Island Tour - 3DS";"123,98";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f2532591%3f&rk=3&uid=332665302&sid=2&ts=custom&rsc=ielwLdipobGKeVh3&method=and&isort=score&view=grid"
"Ponto Frio";"Mario Party";"Mario Party 10 + Amiibo Wii U";"449,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5472372%3f&rk=4&uid=332665302&sid=2&ts=custom&rsc=b-r2ZaLbQk9NdR52&method=and&isort=score&view=grid"
"Ponto Frio";"Mario Party";"Mario Party: Island Tour - 3DS";"174,29";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5548728%3f&rk=5&uid=332665302&sid=2&ts=custom&rsc=W9VPJBOFXmVOIom2&method=and&isort=score&view=grid"
"Ponto Frio";"Mario Party";"Mario Party: Island Tour - 3DS";"179,00";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5414005%3f&rk=6&uid=332665302&sid=2&ts=custom&rsc=%3a9pQQ3J7mvsR7bny&method=and&isort=score&view=grid"
"Ponto Frio";"Mario Party";"Bundle Mario Party 10 + Amiibo Super Mario - Wii U";"439,99";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5413686%3f&rk=7&uid=332665302&sid=2&ts=custom&rsc=pZdNrei4gl17Slow&method=and&isort=score&view=grid"
"Ponto Frio";"Mario Party";"Mario Party 9 Wii";"Indisponível";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f3389455%3f&rk=14&uid=332665302&sid=2&ts=custom&rsc=XMouA%3a5i9XLw9W2B&method=and&isort=score&view=grid"
"Ponto Frio";"Mario Party";"Mario Party 10 - Wii U";"Indisponível";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Mario%20Party&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5548743%3f&rk=15&uid=332665302&sid=2&ts=custom&rsc=v2YPBiSIFDUpa1gM&method=and&isort=score&view=grid"
"Ricardo Eletro";"Mario Party";"-";"-";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Mario Party";"-";"-";"http://www.rihappy.com.br/<BUSCA>"
"Saraiva";"Mario Party";"Mario Party - 3ds";"R$ 149,90";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=26fbafbe-59ce-42f1-91da-1bd505305a6f&pid=5927606&page=1&prodIdx=0&q=Mario+Party"
"Saraiva";"Mario Party";"Mario Party - Ds";"R$ 79,00 (39% de desconto)";"http://busca.saraiva.com.br/click?apikey=saraiva-v5&search_id=26fbafbe-59ce-42f1-91da-1bd505305a6f&pid=2002710&page=1&prodIdx=1&q=Mario+Party"
"Shop Facil";"Mario Party";"Jogo Mario Party 9 - Wii";"Indisponível";"http://ww2.shopfacil.com.br/jogo-mario-party-9---wii-2372733/p"
"Shop Facil";"Mario Party";"Jogo Mario Party: Island Tour - 3DS";"Indisponível";"http://ww2.shopfacil.com.br/jogo-mario-party--island-tour---3ds-2020220/p"
"Shop Facil";"Mario Party";"Jogo Nintendo Wii - Mario Party 9";"Indisponível";"http://ww2.shopfacil.com.br/jogo-nintendo-wii---mario-party-9-2198829/p"
"Shop Facil";"Mario Party";"Jogo Nintendo DS - Mario Party DS";"Indisponível";"http://ww2.shopfacil.com.br/jogo-nintendo-ds---mario-party-ds-2198804/p"
"Shop Facil";"Mario Party";"Jogo Nintendo 3DS - Mario Party: Island Tour";"Indisponível";"http://ww2.shopfacil.com.br/jogo-nintendo-3ds---mario-party--island-tour-2164679/p"
"Shop Time";"Mario Party";"-";"-";"http://busca.shoptime.com.br/busca.php?q=<BUSCA>"
"ShopB";"Mario Party";"Mario Party: Island Tour - 3DS";" 149,99";"http://www.shopb.com.br/mario-party-island-tour-3ds-7315561"
"ShopB";"Mario Party";"Bundle Mario Party 10 + Amiibo Super Mario - Wii U";" 399,99";"http://www.shopb.com.br/bundle-mario-party-10-amiibo-super-mario-wii-u-7314431"
"Submarino";"Mario Party";"-";"-";"http://busca.submarino.com.br/busca.php?q=<BUSCA>"
"Walmart";"Mario Party";"Bundle Mario Party 10 Amiibo Super Mario Nintendo Wii U";"449";"http://www.walmart.com.br//bundle-mario-party-10-amiibo-super-mario-nintendo-wii-u/3273693/pr"
"Walmart";"Mario Party";"Jogo Mario Party 10 Wii U";"399.9";"http://www.walmart.com.br//jogo-mario-party-10-wii-u/3432319/pr"
"Walmart";"Mario Party";"Jogo Mario Party: Island Tour - 3DS";"179.9";"http://www.walmart.com.br//jogo-mario-party-island-tour-3ds/2109273/pr"
"Zig Store";"Mario Party";"WiiU - Mario Party 10 Bundle";"R$ 276,89";"http://www.zigstore.com.br/pesquisa/?p=Mario+Party"
"Nintendo eShop";"Samurai Warriors";"SAMURAI WARRIORS: Chronicles 3";"$39.99";"http://www.nintendo.com/games/detail/_x1zEkdYiZVKaT6Po8AnAMgt3rn9CmWQ"
"Nintendo eShop";"Samurai Warriors";"SAMURAI WARRIORS: Chronicles";"Indisponível";"http://www.nintendo.com/games/detail/ad3x5Q11SAH48bLbYupnnA0HeUOA3tUL"
"Nintendo eShop";"Samurai Warriors";"Samurai Warriors 3";"Indisponível";"http://www.nintendo.com/games/detail/gAI6Ixtby8aaYaTR4uUns9Hz6KRvzdzE"
"Nintendo eShop";"Samurai Warriors";"Samurai Warriors: Katana";"Indisponível";"http://www.nintendo.com/games/detail/DG09CCXdldIRT_muooOW49HsnBirgPf-"
"Americanas";"Samurai Warriors";"Game - Samurai Warriors 4 - PS4";"R$ 99,90";"http://www.americanas.com.br/produto/121137783/game-samurai-warriors-4-ps4"
"Americanas";"Samurai Warriors";"Game Samurai Warriors Chronicles - 3DS";"R$ 199,90";"http://www.americanas.com.br/produto/7461215/game-samurai-warriors-chronicles-3ds"
"Big Boy Games";"Samurai Warriors";"PS4 - Samurai Warriors 4";"R$ 89,19";"http://www.bigboygames.com.br/ps4-samurai-warriors-4-p6702/"
"Big Boy Games";"Samurai Warriors";"Wii - Sengoku Basara: Samurai Warriors";"R$ 79,99";"http://www.bigboygames.com.br/wii-sengoku-basara-samurai-warriors-p6472/"
"Big Boy Games";"Samurai Warriors";"3DS - Samurai Warriors Chronicles";"R$ 79,99";"http://www.bigboygames.com.br/3ds-samurai-warriors-chronicles-p2734/"
"Balão da Informática";"Samurai Warriors";"TECMO Samurai Warriors: Katana - WII";"Indisponível";"https://www.balaodainformatica.com.br//Produto/32964/TECMO-Samurai-Warriors-Katana---WII"
"Balão da Informática";"Samurai Warriors";"NINTENDO Samurai Warriors 3 - WII";"Indisponível";"https://www.balaodainformatica.com.br//Produto/32960/NINTENDO-Samurai-Warriors-3---WII"
"Casas Bahia";"Samurai Warriors";"Samurai Warriors 4 Ps4";"109,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5SEAP&lbc=casasbahia&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5158856%3f&rk=1&uid=333074521&sid=2&ts=custom&rsc=1czGR5ZrllsmzgEi&method=and&isort=score&view=grid"
"Casas Bahia";"Samurai Warriors";"Samurai Warriors 4-II PS4";"269,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5SEAP&lbc=casasbahia&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6653160%3f&rk=2&uid=333074521&sid=2&ts=custom&rsc=-1xQuWTNaQU9Y%3afN&method=and&isort=score&view=grid"
"Casas Bahia";"Samurai Warriors";"Jogo Samurai Warriors 4 - PS4";"150,93";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5SEAP&lbc=casasbahia&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.casasbahia.com.br%2f4050710%3f&rk=3&uid=333074521&sid=2&ts=custom&rsc=IAgGwjrrusapQ4h1&method=and&isort=score&view=grid"
"Casas Bahia";"Samurai Warriors";"Game Samurai Warriors 4 - PS4";"139,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5SEAP&lbc=casasbahia&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5414024%3f&rk=4&uid=333074521&sid=2&ts=custom&rsc=uayRIjXjaGSCE-pu&method=and&isort=score&view=grid"
"Casas Bahia";"Samurai Warriors";"Jogo Samurai Warriors Chronicles - 3DS";"199,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-5SEAP&lbc=casasbahia&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.casasbahia.com.br%2f364765%3f&rk=5&uid=333074521&sid=2&ts=custom&rsc=TmgEZO7n%3aVJ551un&method=and&isort=score&view=grid"
"Extra";"Samurai Warriors";"Jogo Samurai Warriors 4 - PS4";"150,93";"http://buscando.extra.com.br/search?p=R&srid=S2-7IADP&lbc=extra&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.extra.com.br%2f4050710%3f&rk=1&uid=333134944&sid=2&ts=custom&rsc=X2kHfVSGfzmfPTdq&method=and&isort=score&view=grid"
"Extra";"Samurai Warriors";"Jogo Samurai Warriors Chronicles - 3DS";"199,90";"http://buscando.extra.com.br/search?p=R&srid=S2-7IADP&lbc=extra&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.extra.com.br%2f364765%3f&rk=2&uid=333134944&sid=2&ts=custom&rsc=kedQR5V1nWkvIkIy&method=and&isort=score&view=grid"
"Extra";"Samurai Warriors";"Samurai Warriors 4 Ps4";"109,90";"http://buscando.extra.com.br/search?p=R&srid=S2-7IADP&lbc=extra&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.extra.com.br%2f5158856%3f&rk=3&uid=333134944&sid=2&ts=custom&rsc=seZiCaCKgMIJZxlV&method=and&isort=score&view=grid"
"Extra";"Samurai Warriors";"Samurai Warriors 4-II PS4";"269,90";"http://buscando.extra.com.br/search?p=R&srid=S2-7IADP&lbc=extra&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.extra.com.br%2f6653160%3f&rk=4&uid=333134944&sid=2&ts=custom&rsc=aSkyyMQKAhjoHfr2&method=and&isort=score&view=grid"
"Extra";"Samurai Warriors";"Game Samurai Warriors 4 - PS4";"139,00";"http://buscando.extra.com.br/search?p=R&srid=S2-7IADP&lbc=extra&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.extra.com.br%2f5414024%3f&rk=5&uid=333134944&sid=2&ts=custom&rsc=rTOayl6XNFcu-g%3a4&method=and&isort=score&view=grid"
"E-Virtua";"Samurai Warriors";"-";"-";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Samurai Warriors";"Samurai Warriors 4-II - PS4";"R$ 265,91";"http://www.fastgames.com.br/samurai-warriors-4-ii-ps4-pr-10577-187970.htm"
"Fast Shop";"Samurai Warriors";"-";"-";"http://www.fastshop.com.br/webapp/wcs/stores/servlet/SearchDisplay?searchTerm=<BUSCA>&categoryId=&storeId=10151&catalogId=11052&langId=-6&pageSize=9&beginIndex=0&sType=SimpleSearch&resultCatEntryType=2&showResultsPage=true&searchSource=Q&pageView=&hotsite=fastshop"
"FNAC";"Samurai Warriors";"-";"-";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Samurai Warriors";"-";"-";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Samurai Warriors";"SAMURAI WARRIORS LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 21,50";"http://www.livrariacultura.com.br/p/samurai-warriors-2394118"
"Livraria Cultura";"Samurai Warriors";"SAMURAI WARRIORS ART TATTOOS LIVRARIA CULTURA - SHOPPING FASHION MALL LIVRARIA CULTURA - SHOPPING MARKET PLACE LIVRARIA CULTURA - BOURBON SHOPPING COUNTRY LIVRARIA CULTURA - BOURBON SHOPPING SÃO PAULO LIVRARIA CULTURA - SHOPPING CURITIBA LIVRARIA CULTURA - SHOPPING VARANDA MALL LIVRARIA CULTURA - CONJUNTO NACIONAL GEEK.ETC.BR - CONJUNTO NACIONAL LIVRARIA CULTURA - PAÇO ALFÂNDEGA LIVRARIA CULTURA - SHOPPING VILLA-LOBOS LIVRARIA CULTURA - SHOPPING RIOMAR LIVRARIA CULTURA - CINE VITÓRIA LIVRARIA CULTURA - SHOPPING IGUATEMI SÃO PAULO LIVRARIA CULTURA - SHOPPING IGUATEMI RIBEIRÃO PRETO LIVRARIA CULTURA - SALVADOR SHOPPING LIVRARIA CULTURA - CASAPARK SHOPPING CENTER LIVRARIA CULTURA - SHOPPING IGUATEMI CAMPINAS LIVRARIA CULTURA - SHOPPING CENTER IGUATEMI BRASÍLIA";"R$ 8,20";"http://www.livrariacultura.com.br/p/samurai-warriors-art-tattoos-691876"
"Livraria Cultura";"Samurai Warriors";"SAMURAI WARRIORS CHRONICLES (3DS)";"Indisponível";"http://www.livrariacultura.com.br/p/samurai-warriors-chronicles-3ds-22653334"
"Livraria Cultura";"Samurai Warriors";"SAMURAI WARRIORS";"Indisponível";"http://www.livrariacultura.com.br/p/samurai-warriors-323409"
"Livraria Cultura";"Samurai Warriors";"SAMURAI WARRIORS";"Indisponível";"http://www.livrariacultura.com.br/p/samurai-warriors-29552"
"Magazine Luiza";"Samurai Warriors";"Samurai Warriors 4 para PS4 - Koei";"XXX";"http://www.magazineluiza.com.br//samurai-warriors-4-para-ps4-koei/p/2124137/ga/gjps/"
"Mula Games";"Samurai Warriors";"Samurai Warriors: Chronicles - 3DS";"98.9";"http://www.mulagames.com.br/Samurai-Warriors--Chronicles-3DS/prod-1079610/"
"Mula Games";"Samurai Warriors";"Samurai Warriors 4 - PS4";"128.9";"http://www.mulagames.com.br/Samurai-Warriors-4-PS4/prod-2489603/"
"Ponto Frio";"Samurai Warriors";"Samurai Warriors 4 Ps4";"109,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5158856%3f&rk=1&uid=333332538&sid=2&ts=custom&rsc=yQup3H2T5kKYq76a&method=and&isort=score&view=grid"
"Ponto Frio";"Samurai Warriors";"Jogo Samurai Warriors Chronicles - 3DS";"199,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.pontofrio.com.br%2f364765%3f&rk=2&uid=333332538&sid=2&ts=custom&rsc=mLW5sNNoIepsHcsw&method=and&isort=score&view=grid"
"Ponto Frio";"Samurai Warriors";"Samurai Warriors 4-II PS4";"269,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-1SEAP&lbc=pontofrio-br&w=Samurai%20Warriors&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6653160%3f&rk=3&uid=333332538&sid=2&ts=custom&rsc=cr6ERzP6%3a7g7ydj1&method=and&isort=score&view=grid"
